nom_recherche,trouve,personne_id,nom_tmdb,alias,date_naissance,date_deces,lieu_naissance,genre,departement_connu,biographie,popularite,url_photo,imdb_id,nb_films_realises,filmographie,film_miniature
Bruno Romy,TRUE,144792,Bruno Romy,NA,NA,NA,NA,Non specifie,Directing,,0.6876,https://image.tmdb.org/t/p/w500/qm8IHXOKH2GrFj8iBuJXIqHqA6Z.jpg,nm0739787,8,,./img_persons_tmdb/img_png/img_144792.png
Spencer Gordon Bennet,TRUE,33954,Spencer Gordon Bennet,"Spencer G. Bennet, Spencer Bennet, Gordon Bennett, Spencer Gordon Bennett, Spencer Bennett",1893-01-05,1987-10-08,"Brooklyn, New York City, New York, USA",Homme,Directing,"From Wikipedia, the free encyclopedia

Spencer Gordon Bennet (January 5, 1893 – October 8, 1987) was an American film producer and director. Known as the ""King of Serial Directors"" he directed more film serials than any other director.

Description above from the Wikipedia article Spencer Gordon Bennet, licensed under CC-BY-SA, full list of contributors on Wikipedia.",0.8172,https://image.tmdb.org/t/p/w500/sgw3I1GQ24pDnzNClxbADPuyp92.jpg,nm0071560,111,,./img_persons_tmdb/img_png/img_33954.png
Kevin Smith,TRUE,19303,Kevin Smith,"Kevin Patrick Smith, کوین اسمیت",1970-08-02,NA,"Red Bank, New Jersey, USA",Homme,Directing,"Kevin Patrick Smith (born August 2, 1970) is an American filmmaker, actor, comedian, public speaker, comic book writer, author, and podcaster.

He came to prominence with the low-budget comedy film Clerks (1994), which he wrote, directed, co-produced, and acted in as the character Silent Bob of stoner duo Jay and Silent Bob. Jay and Silent Bob also appeared in Smith's later films Mallrats, Chasing Amy, Dogma, Jay and Silent Bob Strike Back, Clerks II and Jay and Silent Bob Reboot, which are set primarily in his home state of New Jersey. While not strictly sequential, the films have crossover plot elements, character references, and a shared canon known as the ""View Askewniverse"", named after Smith's production company View Askew Productions, which he co-founded with Scott Mosier.",2.723,https://image.tmdb.org/t/p/w500/g8sC36zUTkSTh7y9HjWa4Rbr0JP.jpg,nm0003620,34,,./img_persons_tmdb/img_png/img_19303.png
Bobby Roth,TRUE,111944,Bobby Roth,"Robert J. Roth , Robert Jay Roth ",1950-07-09,NA,"Los Angeles, California, USA",Homme,Directing,"From Wikipedia, the free encyclopedia

Robert Jay ""Bobby"" Roth (born 1950) is a television and film director, screenwriter and producer.

Roth began his tertiary education at the University of California, Berkeley studying philosophy and creative writing before earning his Bachelor of Arts degree in Cinema at the University of Southern California in 1972. He continued his education at the University of California, Los Angeles enrolling in the Master of Fine Arts program and received his graduate degree in motion picture production in 1975.

In the following year, he wrote, produced and directed his first film, Independence Day.

Since then, Roth has written, produced, and directed dozens of television and feature films and episodes. His 1984 film Heartbreakers was entered into the 35th Berlin International Film Festival. TV series he's worked on include, Dr. Quinn, Medicine Woman, Numb3rs, Commander in Chief, Without a Trace, New Amsterdam, Raising the Bar, Criminal Minds, Prison Break, Lost, FlashForward, Fringe, Life Unexpected, V, The Mentalist, Revenge, and Breakout Kings.",0.9974,https://image.tmdb.org/t/p/w500/6m8DxKyVFUvDQUC6krFrvV8dW0n.jpg,nm0744794,38,,./img_persons_tmdb/img_png/img_111944.png
King Vidor,TRUE,29962,King Vidor,"킹 비도르, 킹 비도어",1894-02-08,1982-11-01,"Galveston, Texas, USA",Homme,Directing,"King Wallis Vidor (February 8, 1894 – November 1, 1982) was an American film director, film producer, and screenwriter whose career spanned nearly seven decades. In 1979, he was awarded an Honorary Academy Award for his ""incomparable achievements as a cinematic creator and innovator."" He was nominated five times for the Academy Award for Best Director, and won eight international film awards during his career. Vidor's best known films include The Big Parade (1925), The Crowd (1928), Stella Dallas (1937), and Duel in the Sun (1946).",1.2228,https://image.tmdb.org/t/p/w500/5Xv2yy6UN45uosfCQqWfOeCFL5N.jpg,nm0896542,60,,./img_persons_tmdb/img_png/img_29962.png
Hwayeon Nam,TRUE,3991962,Hwayeon Nam,NA,NA,NA,NA,Non specifie,Directing,,0.2654,NA,NA,2,,NA
Walt Becker,TRUE,68573,Walt Becker,NA,1968-09-16,NA,"Hollywood, California, US",Homme,Directing,"Walter William Becker (born September 16, 1968) is an American director, writer and actor best known for directing the films Van Wilder and Wild Hogs.

Becker graduated from USC School of Cinema-Television in 1995. He also wrote the novel Link in 1999. He has a son and a daughter with his wife, Lindsay.

In January 2010, TBS picked up Glory Daze, a fraternity-centered comedy pilot set in the 1980s created and written by Becker and Michael LeSieur, to also be directed by Becker. All his films have received generally negative reviews by critics.

Description above from the Wikipedia article about Walt Becker, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1.1039,https://image.tmdb.org/t/p/w500/mxhqwB0WjXjVH8EgjWDmACPKLxP.jpg,nm0065608,6,,./img_persons_tmdb/img_png/img_68573.png
Burr Steers,TRUE,58552,Burr Steers,Burr Gore Steers,1965-10-08,NA,"Washington, District of Columbia, USA",Homme,Directing,"From Wikipedia, the free encyclopedia

Burr Gore Steers (born October 8, 1965) is an American actor, screenwriter and director.

Description above from the Wikipedia article Burr Steers, licensed under CC-BY-SA, full list of contributors on Wikipedia.",0.8286,https://image.tmdb.org/t/p/w500/k9rAVWornL0SUIykpjd3K3IfSll.jpg,nm0824882,6,,./img_persons_tmdb/img_png/img_58552.png
Grand Corps Malade,TRUE,1186858,Grand Corps Malade,Fabien Marsaud,1977-07-31,NA,"Le Blanc-Mesnil, Seine-Saint-Denis, France",Homme,Acting,"Fabien Marsaud (born 31 July 1977), known professionally as Grand Corps Malade (GCM), is a French slam poet and lyricist. He has released seven studio albums so far, all of them reaching top-five status on the French SNEP chart. GCM started writing and performing a capella at slam events in 2003. Three years later, he signed with Universal's AZ affiliate and released his debut album Midi 20, which became a top-ten selling record of the year in France.

Grand Corps Malade's follow-up album, Enfant de la ville (2008), and third album 3ème temps (2010), were less successful commercially. In 2013, he released his family-inspired Funambule album, while Il nous restera ça (2015) featured 11 collaborations with other musicians. His sixth album, Plan B (2018), reached number two on the SNEP album chart. In 2020, he released Mesdames (Ladies), featuring ten duets with women, which topped the French charts. Its lead single, ""Mais je t'aime"" (But I love you), a duet with Camille Lellouche, became his highest-ranking song on the French singles chart.

GCM's accolades include three Victories of Music awarded by the French Ministry of Culture. His stage name means ""tall, sick body"" in French, a reference to his height (nearly 6'4"" or 1.94m) and to a spinal injury that forces him to walk with a crutch, due to a diving accident in 1997 that initially led doctors to tell him he would never walk again.

Marsaud was born on 31 July 1977 in Le Blanc-Mesnil, Seine-Saint-Denis. His mother was a librarian. His father, Jacques Marsaud, was a regional civil servant, a general commune secretary in Noisy-le-Sec and Saint-Denis, later on a director general of services at Val-de-Marne's departmental council and then at the Plaine Commune agglomeration community (fr: EPT). The family lived in Saint-Denis. Marsaud excelled in his classes, particularly in literary courses; he wrote his first works aged 14–15. But sports won out, and at one point he was simultaneously part of tennis, athletics and basketball clubs; the latter would become his greatest passion. At 17, he was offered a chance to join the training center in Toulouse, but preferred to stay in Saint-Denis. After playing in JSF Nanterre and in Saint-Denis, Marsaud signed with a third-division-level team in Aubervilliers. He earned a DEUG degree, majoring in physical education.

In July 1997, during a sports camp where Marsaud was a supervisor, a diving accident in a swimming pool caused him to displace his spine; he was later told he would never walk again. However, in 1999, after a year of intensive treatment, he regained the ability to walk, although he usually has to use a crutch or cane. Marsaud continued studying and earned a DESS master's degree in sport management. He worked in marketing for the Stade de France between 2001 and 2005, but became disillusioned with the job. ...

Source: Article ""Grand Corps Malade"" from Wikipedia in English, licensed under CC-BY-SA 3.0.",0.8742,https://image.tmdb.org/t/p/w500/nRyknEQkvfnwEVnOyQNeGC9u3GY.jpg,nm2120560,3,,./img_persons_tmdb/img_png/img_1186858.png
Chris Williams,TRUE,1214427,Chris Williams,"Chris J. Wiliams, Christopher J. Wiliams, Christopher James Wiliams, Chris J. Williams, Chris James Williams, Christopher J. Williams, Christopher James Williams, Christopher Williams",1967-11-02,NA,"Westchester, New York, USA",Homme,Acting,"Chris Williams is an American actor, voice actor and comedian known for his role in Dodgeball: A True Underdog Story. He also starred as ""Eddie"" on the CBS series The Great Indoors.",1.2727,https://image.tmdb.org/t/p/w500/opLLZdBb1Wk7HmWsxMIkfdiPO36.jpg,nm0930282,0,,./img_persons_tmdb/img_png/img_1214427.png
David Byrne,TRUE,3900425,David Byrne,NA,NA,NA,NA,Non specifie,Directing,,0.3581,NA,NA,1,,NA
Paul Feig,TRUE,116805,Paul Feig,"폴 페이그, พอล เฟก",1962-09-17,NA,"Royal Oak, Michigan, USA",Homme,Directing,"Paul Feig (/fiːɡ/; born September 17, 1962) is an American film director, producer, screenwriter and actor. He is best known for directing films such as Bridesmaids (2011), The Heat (2013), Spy (2015), Ghostbusters (2016), A Simple Favor (2018), and Last Christmas (2019). He often collaborates with actress Melissa McCarthy.

Feig created the comedy series Freaks and Geeks (1999–2000) and Other Space (2015). He has also directed several episodes of Arrested Development, Nurse Jackie, Mad Men, The Office, Parks and Recreation, 30 Rock, and Weeds. He received nominations for two Primetime Emmy Awards for writing on Freaks and Geeks, and two for producing and directing on The Office. His most notable acting roles were as Bobby Wynn in the sitcom The Jackie Thomas Show (1992–1993), Tim the Camp Counselor in the comedy film Heavyweights (1995), and Mr. Eugene Pool on the sitcom Sabrina the Teenage Witch (1996–1997).

Description above from the Wikipedia Paul Feig, article licensed under CC-BY-SA, full list of contributors on Wikipedia.",2.1161,https://image.tmdb.org/t/p/w500/mE3eFY3gq1UQ7Rj2He2YbZ7PFya.jpg,nm0082450,20,,./img_persons_tmdb/img_png/img_116805.png
Kieth Merrill,TRUE,75590,Kieth Merrill,"Kieth W. Merrill, Keith Merrill",1940-05-22,NA,"Farmington, Utah, USA",Homme,Directing,"From Wikipedia, the free encyclopedia.

Kieth W. Merrill (born May 22, 1940) is an American filmmaker who has worked as a writer, director, and producer in the film industry since 1967. He is a member of the Academy of Motion Picture Arts and Sciences and the Directors Guild of America, and received an Academy Award for The Great American Cowboy (1973) and a nomination for Amazon (1997).

He is a founding partner of Odyssey, which pioneered IMAX-format film technology. He is also a founding member of Audience Alliance Motion Picture Studios (AAMPS), a production company committed to motion pictures that embrace virtues and values. AAMPS is a growing broad based membership organization giving ""card carrying members"" the opportunity to weigh-in on scripts and go behind the scenes of AAMPS motion pictures.

Description above from the Wikipedia article Kieth Merrill, licensed under CC-BY-SA, full list of contributors on Wikipedia.​",0.7956,https://image.tmdb.org/t/p/w500/5SHKn34gfzcYQd2HhVbp4ycsIrn.jpg,nm0581303,24,,./img_persons_tmdb/img_png/img_75590.png
Mark Osborne,TRUE,57741,Mark Osborne,NA,1970-09-17,NA,"Trenton, New Jersey, USA",Homme,Directing,"Mark Randolph Osborne (September 17, 1970) is an American film director, writer, producer, animator and Guggenheim Fellow (2004).

Description above from the Wikipedia article Mark Osborne (filmmaker), licensed under CC-BY-SA, full list of contributors on Wikipedia.",0.8319,https://image.tmdb.org/t/p/w500/6mIJet9Jhpwd2PuVlBzG4VqItAj.jpg,nm0651706,9,,./img_persons_tmdb/img_png/img_57741.png
Zora Bachnárová,TRUE,2329160,Zora Bachnárová,NA,1925-03-25,2017-04-12,NA,Femme,Directing,,0.5705,NA,nm6410506,43,,NA
Danny DeVito,TRUE,518,Danny DeVito,"Daniel Michael DeVito Jr., Danny De Vito",1944-11-17,NA,"Asbury Park, New Jersey, USA",Homme,Acting,"Daniel Michael DeVito Jr. (/dəˈviːtoʊ/ də-VEE-toh; born November 17, 1944) is an American actor, comedian and filmmaker. Known for his short stature, raspy voice, distinct accent, and energetic comedy roles, he gained prominence for his portrayal of the taxi dispatcher Louie De Palma in the television series Taxi (1978–1983), which won him a Golden Globe Award and an Emmy Award. Since 2006, he has played Frank Reynolds on the FX/FXX sitcom It's Always Sunny in Philadelphia.

DeVito is known for his film roles in One Flew Over the Cuckoo's Nest (1975), Terms of Endearment (1983), Romancing the Stone (1984), The Jewel of the Nile (1985), Ruthless People (1986), Throw Momma from the Train (1987), Twins (1988), The War of the Roses (1989), Batman Returns (1992), Jack the Bear (1993), Junior (1994), Matilda (1996), L.A. Confidential (1997), The Big Kahuna (1999), Big Fish (2003), Deck the Halls (2006), When in Rome (2010), Wiener-Dog (2016), and Jumanji: The Next Level (2019). He has voiced roles in such films as Disney's Hercules (1997), The Lorax (2012), Smallfoot (2018), and Migration (2023).

In 1991, DeVito and Michael Shamberg founded production company Jersey Films. Soon afterwards, Stacey Sher became an equal partner. The production company is known for films such as Pulp Fiction (1994), Garden State (2004) and Freedom Writers (2007). He would later create a second production company, Jersey Films 2nd Avenue, with his daughter, Lucy, and son, Jake. DeVito also owned Jersey Television, which produced the Comedy Central series Reno 911!. DeVito and his wife Rhea Perlman starred together in his 1996 film Matilda, based on Roald Dahl's children's novel. DeVito was also one of the producers nominated for an Academy Award for Best Picture for Erin Brockovich (2000).

From 2012 to 2013, DeVito played Willie Clark in the West End revival of Neil Simon's The Sunshine Boys. He made his Broadway debut as Gregory Solomon in the revival of Arthur Miller's The Price (2017), earning a Tony Award nomination for his performance. He returned to Broadway in the Theresa Rebeck play I Need That (2023).

Description above from the Wikipedia article Danny DeVito, licensed under CC-BY-SA, full list of contributors on Wikipedia.",4.4835,https://image.tmdb.org/t/p/w500/6kO4IN7ndoIGw2JhyhAQN3SFmdx.jpg,nm0000362,18,,./img_persons_tmdb/img_png/img_518.png
Neil Mandt,TRUE,534257,Neil Mandt,NA,1969-08-25,NA,"New York City, New York, USA",Homme,Directing,"Neil Mandt (born August 25, 1969) is an American producer and director. He was born in New York, but moved to Los Angeles when he was 24. He started becoming involved in film and TV in the 1990s. He has written, directed, produced, and acted in many different films and TV shows.

Description above from the Wikipedia article Neil Mandt, licensed under CC-BY-SA, full list of contributors on Wikipedia.",0.6609,https://image.tmdb.org/t/p/w500/cSLQT72rJB4gKI7kgnUT1XLnFYV.jpg,nm0541896,6,,./img_persons_tmdb/img_png/img_534257.png
Daniel Wolfe,TRUE,1320554,Daniel Wolfe,NA,NA,NA,NA,Non specifie,Directing,,0.6588,NA,nm3546728,2,,NA
Gao Xingjian,TRUE,2688147,Gao Xingjian,NA,1940-01-04,NA,NA,Homme,Directing,,0.3372,NA,NA,3,,NA
Bill Couturié,TRUE,116103,Bill Couturié," Bill Couturie , William Couturié",NA,NA,NA,Homme,Directing,,0.9245,https://image.tmdb.org/t/p/w500/qLpX6XQXYVLCN5UoCX0sn3fAooH.jpg,nm0184323,12,,./img_persons_tmdb/img_png/img_116103.png
Reginald Collin,TRUE,1820578,Reginald Collin,Reginald Thomas Collin,1927-07-07,2011-12-16,"Islington, London, England, UK",Homme,Directing,,0.4671,NA,nm0172029,4,,NA
Luca Patruno,TRUE,5853122,Luca Patruno,NA,NA,NA,NA,Non specifie,Directing,,0.5752,NA,NA,1,,NA
William Beaudine,TRUE,30833,William Beaudine,"William Washington Beaudine, William ""One-Shot"" Beaudine, William Beaudine Sr., W.W. Beaudine, William X. Crowley, William Crowley, Вільям Вашинґтон Бодін",1892-01-14,1970-03-18,"New York City, New York, USA",Homme,Directing,"From Wikipedia

William Beaudine (January 15, 1892 – March 18, 1970) was an American film actor and director. He was one of Hollywood's most prolific directors, turning out films in remarkable numbers and in a wide variety of genres.

In 1915 he was hired as an actor and director by the Kalem Company. He was an assistant to director D.W. Griffith on The Birth of a Nation and Intolerance. By the time he was 23 Beaudine had directed his first picture, a short called Almost a King (1915). He would continue to direct shorts exclusively until 1922, when he shifted his efforts into making feature-length films.

Beaudine directed silent films for Goldwyn Pictures (before it became part of MGM), Metro Pictures (also before MGM), First National Pictures, Principal and Warner Brothers. In 1926 he made Sparrows, the story of orphans imprisoned in a swamp farm starring Mary Pickford. Beaudine had at least 30 pictures to his credit before the sound era began. Among his first sound films were short Mack Sennett comedies; he made at least one film for Sennett while contractually bound elsewhere, resulting in his adopting the pseudonym ""William Crowley."" He would occasionally use the pseudonym in later years, usually as ""William X. Crowley.""

He ground out several movies annually for Fox Films, Warner Brothers, Paramount, and Universal Pictures. His most famous credit of the early 1930s is The Old-Fashioned Way, a comedy about old-time show folks starring W. C. Fields.

Beaudine was one of a number of experienced directors (including Raoul Walsh and Allan Dwan) who were brought to England from Hollywood in the 1930s to work on what were in all other respects very British productions. Beaudine directed four films there starring Will Hay, including Boys Will Be Boys (1935) and Where There's a Will (1936).

Beaudine was often entrusted with series films, including the Torchy Blane, The East Side Kids, Jiggs and Maggie, The Shadow, Charlie Chan and The Bowery Boys series. His efficiency was so well known that Walt Disney hired him to direct some of his television projects of the 1950s and had him direct a feature western, Ten Who Dared (1960). Beaudine became even busier in TV, directing Naked City, The Green Hornet, and dozens of Lassie episodes.

His last two feature films, both released in 1966, were the horror-westerns Billy the Kid vs. Dracula (with John Carradine) and Jesse James Meets Frankenstein's Daughter. By the end of the decade he was the industry's oldest working professional, having started in 1909.

Beaudine died of uremic poisoning in 1970 in California and was interred in the Hollywood Forever Cemetery in Hollywood.",1.0752,https://image.tmdb.org/t/p/w500/3ZU7jfJuEBbJenUSXAX7DhqzTqA.jpg,nm0064415,223,,./img_persons_tmdb/img_png/img_30833.png
Phil Joanou,TRUE,18500,Phil Joanou,NA,1961-11-20,NA,"La Cañada, California, USA",Homme,Directing,"Phil Joanou is an American film director. He is also well known for his work with Irish rock band U2, having directed their rockumentary/live tape Rattle and Hum, one of three videos filmed for ""One"", and the video for ""All Because of You"". Married to Ford Model Breann Nelson.

The film Entropy (1999) was Joanou's own autobiography, wherein the director played by Stephen Dorff passes through many of the incidents of Joanou's own life.",0.8273,https://image.tmdb.org/t/p/w500/rPntGGUwbJPFjy9nAoIelncgLxx.jpg,nm0423333,13,,./img_persons_tmdb/img_png/img_18500.png
Arthur Joffé,TRUE,111687,Arthur Joffé,NA,NA,NA,NA,Homme,Writing,,0.5478,NA,nm0423645,8,,NA
Harry Foster,TRUE,1195657,Harry Foster,NA,1906-05-12,1985-07-13,"London, England, UK",Homme,Directing,,0.5475,NA,nm0287835,14,,NA
Dave Thomas,TRUE,1996283,Dave Thomas,David Thomas,NA,NA,NA,Homme,Directing,"Dave Thomas is an animation director, writer, producer and artist. He worked for Nickelodeon on television series such as The Fairly OddParents and El Tigre. He later started working for Disney Television Animation on television series such as Wander Over Yonder and the Mickey Mouse shorts. His first job in the industry was an internship at Pixar on the film Toy Story.",0.7762,NA,NA,2,,NA
Jason William Lee,TRUE,1615073,Jason William Lee,NA,NA,NA,NA,Homme,Acting,,0.7916,https://image.tmdb.org/t/p/w500/uw9vvHQqdfvnZpSUHoqr6YV4hcn.jpg,nm6344671,4,,./img_persons_tmdb/img_png/img_1615073.png
Rob Zombie,TRUE,16848,Rob Zombie,"White Zombie, Robert Bartleh Cummings, Robert Cummings, Rob Straker, Robert Wolfgang Zombie",1965-01-12,NA," Haverhill, Massachusetts, United States",Homme,Directing,"Rob Zombie (born Robert Bartleh Cummings; January 12, 1965) is an American singer, songwriter, record producer, filmmaker, and actor. He founded the heavy metal band White Zombie and has been nominated eight times for the Grammy Award for Best Metal or Hard Rock Performance.

Zombie directed the horror film House of 1000 Corpses in 2000, though the controversial project was not released until 2003, and has since been described as a cult classic. Zombie followed the film with two sequels in his ""Firefly"" trilogy: The Devil's Rejects (2005) and 3 From Hell (2019). After the success of his first two films he directed Halloween (2007), a remake of the classic 1978 horror film. The film became his highest-grossing to date, though was generally received negatively by critics. He later directed Halloween II (2009), which failed to match the commercial success of its predecessor. Zombie has also directed the films The Haunted World of El Superbeasto (2009), The Lords of Salem (2012), 31 (2016), and The Munsters (2022).",2.2904,https://image.tmdb.org/t/p/w500/kkl4gjIJ1pyEJhNp2B2HricD2v7.jpg,nm0957772,14,,./img_persons_tmdb/img_png/img_16848.png
Alessandro Melchionda,TRUE,3272656,Alessandro Melchionda,NA,NA,NA,NA,Non specifie,Acting,,0.2566,NA,NA,1,,NA
Keoni Waxman,TRUE,92436,Keoni Waxman,  Darby Black,1968-06-30,NA,"Honolulu, Hawaii",Homme,Directing,"Keoni is an award winning writer, director and producer who was born in Honolulu, Hawaii. He is known for his frequent collaboration with Steven Seagal and for the many different movies he has made around the world for his company ActionHouse Pictures. Keoni currently resides with his family in Santa Monica, California",1.0579,https://image.tmdb.org/t/p/w500/edSYV72Pjrki739443RPca8vWQM.jpg,nm0915394,33,,./img_persons_tmdb/img_png/img_92436.png
Alberto Sordi,TRUE,45982,Alberto Sordi,"Albertone, Альберто Сорди",1920-06-15,2003-02-25,"Rome, Lazio, Italy",Homme,Acting,Alberto Sordi (15 June 1920 – 25 February 2003) was an Italian actor. He was also a film director and the dubbing voice of Oliver Hardy in the Italian version of the Laurel &amp; Hardy films.,1.1233,https://image.tmdb.org/t/p/w500/xXCk1HKZM9MGUmQcorjuEV2vOI5.jpg,nm0814773,18,,./img_persons_tmdb/img_png/img_45982.png
Bernard Murat,TRUE,591643,Bernard Murat,NA,1941-11-24,NA,"Oran, France [now Algeria]",Homme,Directing,,0.9141,https://image.tmdb.org/t/p/w500/gniuqvF49lxzL2JxyAyk1YETAGN.jpg,nm0613573,20,,./img_persons_tmdb/img_png/img_591643.png
Ralph Smart,TRUE,115372,Ralph Smart,NA,1908-08-27,2001-02-12,"Chingford, Essex, England, UK",Homme,Writing,,0.5784,NA,nm0806692,16,,NA
John Cameron Mitchell,TRUE,17114,John Cameron Mitchell,John Mitchell,1963-04-21,NA,"El Paso, Texas, USA",Non-binaire,Acting,"American writer, director, actor. Mitchell, the son of a U.S. Army general and a Scottish mother, grew up on various army bases, including Berlin; later the family lived in Colorado Springs, Colorado, where he attended a Catholic school.

Since the mid-1980s, he has worked as a theatre actor and director in New York City and played small roles in television and film productions. Among other things, he directed a play by Tennessee Williams. From 1991, he appeared in the original Broadway production of Marsha Norman and Lucy Simon's musical adaptation of The Secret Garden, which won several Tony Awards.

In the early 1990s, together with musician Stephen Trask, he developed the character of Hedwig, a transgender rock musician who grew up in East Berlin, for performances in the New York drag bar Squeezebox. This led to the successful Off-Broadway musical Hedwig and the Angry Inch in 1998, which won two Obie Awards, and three years later to the film version of the musical, again with himself in the title role. The film premiered at the 2001 Sundance Film Festival, where it won the Director's and Audience Awards, and the play won the 2001 Lambda Literary Award. At the 2002 Chlotrudis Awards, he won the prize for best leading actor. At the Berlin International Film Festival (Berlinale) in 2001, the film was shown in the ‘PANORAMA’ section and won the Teddy Award.

In 2003, he produced the film Tarnation by Jonathan Caouette, which was honoured as best documentary film by the US National Society of Film Critics, among others. In 2004, Mitchell shot the music video for the Scissor Sisters' single Filthy/Gorgeous with stars from the New York drag scene. The clip was not shown on American MTV due to its explicit sexual depictions.",1.5171,https://image.tmdb.org/t/p/w500/iDyhkjtgy7U8xl9tKk9xcJA3yEY.jpg,nm0593463,5,,./img_persons_tmdb/img_png/img_17114.png
Kim Farrant,TRUE,219961,Kim Farrant,NA,1975-09-07,NA,Australia,Femme,Directing,"Kim Farrant (born September 7, 1975) is an Australian film director best known for her work on Strangerland, Angel of Mine and The Weekend Away.",0.6474,https://image.tmdb.org/t/p/w500/vvvrNK0VhzsedMEgrzoDnnvdZW1.jpg,nm2040537,4,,./img_persons_tmdb/img_png/img_219961.png
Lee Tamahori,TRUE,7256,Lee Tamahori,Warren Lee Tamahori,1950-06-17,2025-11-07,"Wellington, New Zealand",Homme,Directing,"Warren Lee Tamahori (June 17, 1950 – November 7, 2025) was a New Zealand film director. His feature directorial debut, Once Were Warriors (1994), was a widespread critical and commercial success, and is considered one of the greatest New Zealand films ever made. He also directed the James Bond film, Die Another Day.

Description above from the Wikipedia article Lee Tamahori, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1.0658,https://image.tmdb.org/t/p/w500/lkivtT9U7gLXVnhq5qF9GL3k7NN.jpg,nm0848414,11,,./img_persons_tmdb/img_png/img_7256.png
Barry Jenkins,TRUE,92784,Barry Jenkins,باري جينكينز,1979-11-19,NA,"Miami, Florida, USA",Homme,Directing,"Barry Jenkins (born November 19, 1979) is an American filmmaker. After making his filmmaking debut with the short film My Josephine (2003), he directed his first feature film, Medicine for Melancholy (2008), for which he received an Independent Spirit Award nomination for Best First Feature. He is also a creative collaborator and a member of The Chopstars collective.

Following an eight-year hiatus from feature filmmaking, Jenkins directed and co-wrote the LGBTQ-themed independent drama Moonlight (2016), which won numerous accolades, including the Academy Award for Best Picture. Jenkins received an Oscar nomination for Best Director and jointly won the Academy Award for Best Adapted Screenplay with Tarell Alvin McCraney. He became the fourth Black person nominated for Best Director and the second to direct a Best Picture winner. He released his third directorial feature If Beale Street Could Talk 2018, to critical praise and earned nominations for his screenplay at the Academy Awards and Golden Globes.

He is also known for his work in television. In 2017, Jenkins directed ""Chapter V"" of the Netflix series Dear White People. In 2021, he created and directed the Amazon Video limited series The Underground Railroad, based on the novel of the same name. The series received a Primetime Emmy Award for Outstanding Directing for a Limited Series or Movie nomination and won a Peabody Award. In 2017, Jenkins was included on the annual Time 100 list of the most influential people in the world.

Description above from the Wikipedia article Barry Jenkins, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1.6649,https://image.tmdb.org/t/p/w500/6nld5eQwiJmuLmyesk4EUeCaoo3.jpg,nm1503575,18,,./img_persons_tmdb/img_png/img_92784.png
Miguel Arteta,TRUE,61069,Miguel Arteta,NA,1965-08-29,NA,"San Juan, Puerto Rico",Homme,Directing,"Miguel Arteta (born August 29, 1965) is a Puerto Rican filmmaker known for his work in independent cinema and television. His film Chuck & Buck (2000) received the Independent Spirit Award for Best Feature made for under $500,000, while The Good Girl (2002) premiered at the Sundance Film Festival and was met with positive critical reception. In television, Arteta has directed episodes for series such as The Office, Succession, and Enlightened. His work on Succession earned him a Directors Guild of America Award nomination.

Description above from the Wikipedia article about Miguel Arteta, licensed under CC-BY-SA, full list of contributors on Wikipedia.",1.0016,https://image.tmdb.org/t/p/w500/8i30SMAGvi8Bc0qyLeazdX71BvU.jpg,nm0037708,15,,./img_persons_tmdb/img_png/img_61069.png
Bill Pohlad,TRUE,46588,Bill Pohlad,NA,1955-11-30,NA,NA,Homme,Production,"Bill Pohlad is an American film producer and director. He is the son of Mary Eloise (O'Rourke) and billionaire financier Carl Pohlad, who owned the Minnesota Twins baseball franchise from 1984 until his death in 2009; and the brother of Jim Pohlad, who took over as the team's principal owner upon their father's death and Bob Pohlad, owner of NorthMarq Capital.",0.7732,https://image.tmdb.org/t/p/w500/iESQRcip0E1iL6d3iSqE6IY2yYI.jpg,nm0688361,4,,./img_persons_tmdb/img_png/img_46588.png
Nadav Lapid,TRUE,1011135,Nadav Lapid,NA,1975-04-08,NA,"Tel Aviv, Israel",Homme,Directing,"Israeli filmmaker and writer, Nadav Lapid first worked as a sports journalist before undertaking a film career. He directed three shorts while at film school, before being selected in 2008 to take part in the Résidence of the Cinéfondation at the Cannes Film Festival, where he wrote the screenplay for his first full-length feature: Policeman. Shot two years later, the film follows the day-to-day life of Yaron, member of an Israeli anti-terrorist unit which clashes with a group of young far-left radicals. In 2013, he wrote and directed The Kindergarden Teacher, which was presented in a special screening at the 2014 Cannes International Critics' Week. In it, Sarit Larry plays Nira, a school teacher who becomes captivated by a five-year-old boy who has an astonishing gift for writing poems. She decides to help him, no matter what it costs, develop his talent. Through his films, Nadav Lapid offers a singular insight into the society of his own country, with characters at the crossroads of the public and personal spheres, where politics and private life meet.",0.8709,https://image.tmdb.org/t/p/w500/w2d3Wty19GGOEhN7CqlSdvLQxIq.jpg,nm2028715,14,,./img_persons_tmdb/img_png/img_1011135.png
