titres.p,geos.clean.lat,geos.clean.long,imgs.p,liens_url,lat.wgs84,lon.wgs84,liens_url_titre,liens_img,views,num_vueswiki
Lac de la Cassière,45° 41′ 15″ N, 2° 59′ 50″ E,//upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Lac_de_la_Cassi%C3%A8re_2.jpg/280px-Lac_de_la_Cassi%C3%A8re_2.jpg,http://fr.wikipedia.org/wiki/Lac_de_la_Cassière,45.6875,2.99722222222222,Lac_de_la_Cassière,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Lac_de_la_Cassi%C3%A8re_2.jpg/280px-Lac_de_la_Cassi%C3%A8re_2.jpg,2683,251
Étang de Haute-Vilaine,48° 08′ 56″ N, 1° 06′ 54″ O,//upload.wikimedia.org/wikipedia/commons/thumb/5/50/Barrage_Haute_Vilaine.JPG/280px-Barrage_Haute_Vilaine.JPG,http://fr.wikipedia.org/wiki/Étang_de_Haute-Vilaine,48.1488888888889,-1.115,Étang_de_Haute-Vilaine,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Barrage_Haute_Vilaine.JPG/280px-Barrage_Haute_Vilaine.JPG,2675,252
Étang du Méjean,43° 32′ 42″ N, 3° 55′ 48″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Étang_du_Méjean,43.545,3.93,Étang_du_Méjean,,2666,253
Lac de Maury,44° 39′ 46″ N, 2° 40′ 05″ E,//upload.wikimedia.org/wikipedia/commons/thumb/7/78/Barrage_Maury_%282%29.jpg/280px-Barrage_Maury_%282%29.jpg,http://fr.wikipedia.org/wiki/Lac_de_Maury,44.6627777777778,2.66805555555556,Lac_de_Maury,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Barrage_Maury_%282%29.jpg/280px-Barrage_Maury_%282%29.jpg,2646,254
Lac d'Anglas,42° 55′ 53″ N, 0° 19′ 29″ O,//upload.wikimedia.org/wikipedia/commons/thumb/a/af/Le_Lac_d%27Anglas.jpg/280px-Le_Lac_d%27Anglas.jpg,http://fr.wikipedia.org/wiki/Lac_d'Anglas,42.9313888888889,-0.324722222222222,Lac_d'Anglas,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Le_Lac_d%27Anglas.jpg/280px-Le_Lac_d%27Anglas.jpg,2623,255
Lac de l'Oriente,42° 13′ 40″ N, 9° 03′ 32″ E,//upload.wikimedia.org/wikipedia/commons/thumb/5/55/Lac_de_l%27Oriente.jpg/280px-Lac_de_l%27Oriente.jpg,http://fr.wikipedia.org/wiki/Lac_de_l'Oriente,42.2277777777778,9.05888888888889,Lac_de_l'Oriente,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Lac_de_l%27Oriente.jpg/280px-Lac_de_l%27Oriente.jpg,2615,256
Lac du Val,46° 37′ 34″ N, 5° 48′ 51″ E,//upload.wikimedia.org/wikipedia/commons/thumb/7/73/Lac_du_Val.jpg/280px-Lac_du_Val.jpg,http://fr.wikipedia.org/wiki/Lac_du_Val,46.6261111111111,5.81416666666667,Lac_du_Val,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Lac_du_Val.jpg/280px-Lac_du_Val.jpg,2556,257
Étang d'Ingril,43° 26′ 52″ N, 3° 47′ 11″ E,//upload.wikimedia.org/wikipedia/commons/thumb/d/d7/ETANG_INGRIL.jpg/250px-ETANG_INGRIL.jpg,http://fr.wikipedia.org/wiki/Étang_d'Ingril,43.4477777777778,3.78638888888889,Étang_d'Ingril,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/ETANG_INGRIL.jpg/250px-ETANG_INGRIL.jpg,2547,258
Lac de Migouélou,42° 53′ 06″ N, 0° 18′ 11″ O,//upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Lac_de_Migouelou.JPG/280px-Lac_de_Migouelou.JPG,http://fr.wikipedia.org/wiki/Lac_de_Migouélou,42.885,-0.303055555555556,Lac_de_Migouélou,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Lac_de_Migouelou.JPG/280px-Lac_de_Migouelou.JPG,2522,259
Lac des Mines d'Or,46° 08′ 57″ N, 6° 45′ 57″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Lac_des_Mines_d'Or,46.1491666666667,6.76583333333333,Lac_des_Mines_d'Or,,2517,260
Lac de Pormenaz,45° 57′ 44″ N, 6° 47′ 39″ E,//upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Lac_de_Pormenaz.jpg/250px-Lac_de_Pormenaz.jpg,http://fr.wikipedia.org/wiki/Lac_de_Pormenaz,45.9622222222222,6.79416666666667,Lac_de_Pormenaz,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Lac_de_Pormenaz.jpg/250px-Lac_de_Pormenaz.jpg,2516,261
Lac de Talza,41° 27′ 58″ N, 9° 08′ 52″ E,//upload.wikimedia.org/wikipedia/commons/thumb/3/3b/BarrageTalza.jpg/280px-BarrageTalza.jpg,http://fr.wikipedia.org/wiki/Lac_de_Talza,41.4661111111111,9.14777777777778,Lac_de_Talza,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/BarrageTalza.jpg/280px-BarrageTalza.jpg,2487,262
Lac du Vernois,46° 38′ 50″ N, 5° 53′ 17″ E,//upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Lac_du_Vernois_-_Jura.JPG/280px-Lac_du_Vernois_-_Jura.JPG,http://fr.wikipedia.org/wiki/Lac_du_Vernois,46.6472222222222,5.88805555555556,Lac_du_Vernois,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Lac_du_Vernois_-_Jura.JPG/280px-Lac_du_Vernois_-_Jura.JPG,2471,263
Lac de l'Argentella,42° 27′ 38″ N, 8° 41′ 08″ E,//upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Gal%C3%A9ria_barrage_de_l%27Argentella.jpg/280px-Gal%C3%A9ria_barrage_de_l%27Argentella.jpg,http://fr.wikipedia.org/wiki/Lac_de_l'Argentella,42.4605555555556,8.68555555555556,Lac_de_l'Argentella,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Gal%C3%A9ria_barrage_de_l%27Argentella.jpg/280px-Gal%C3%A9ria_barrage_de_l%27Argentella.jpg,2461,264
Étang Colbert,48° 47′ 06″ N, 2° 16′ 16″ E,//upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Le_Plessis-Robinson_-_%C3%89tang_Colbert_-_2.jpg/280px-Le_Plessis-Robinson_-_%C3%89tang_Colbert_-_2.jpg,http://fr.wikipedia.org/wiki/Étang_Colbert,48.785,2.27111111111111,Étang_Colbert,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Le_Plessis-Robinson_-_%C3%89tang_Colbert_-_2.jpg/280px-Le_Plessis-Robinson_-_%C3%89tang_Colbert_-_2.jpg,2452,265
Étang de Châtillon-en-Vendelais,48° 13′ 54″ N, 1° 10′ 58″ O,//upload.wikimedia.org/wikipedia/commons/thumb/1/13/Peche_ornitho_chatillon.JPG/280px-Peche_ornitho_chatillon.JPG,http://fr.wikipedia.org/wiki/Étang_de_Châtillon-en-Vendelais,48.2316666666667,-1.18277777777778,Étang_de_Châtillon-en-Vendelais,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Peche_ornitho_chatillon.JPG/280px-Peche_ornitho_chatillon.JPG,2439,266
Lac de Sewen,47° 48′ 43″ N, 6° 53′ 50″ E,//upload.wikimedia.org/wikipedia/commons/thumb/3/39/Lac_de_Sewen.jpg/280px-Lac_de_Sewen.jpg,http://fr.wikipedia.org/wiki/Lac_de_Sewen,47.8119444444444,6.89722222222222,Lac_de_Sewen,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Lac_de_Sewen.jpg/280px-Lac_de_Sewen.jpg,2429,267
Lacs d'Étival,46° 30′ 18″ N, 5° 48′ 19″ E,//upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Lac_d%27Etival.jpg/280px-Lac_d%27Etival.jpg,http://fr.wikipedia.org/wiki/Lacs_d'Étival,46.505,5.80527777777778,Lacs_d'Étival,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Lac_d%27Etival.jpg/280px-Lac_d%27Etival.jpg,2427,268
Lac des Estaris,44° 43′ 57″ N, 6° 20′ 38″ E,//upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Lac_des_Estaris.JPG/280px-Lac_des_Estaris.JPG,http://fr.wikipedia.org/wiki/Lac_des_Estaris,44.7325,6.34388888888889,Lac_des_Estaris,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Lac_des_Estaris.JPG/280px-Lac_des_Estaris.JPG,2400,269
Lac d'Estom,42° 48′ 23″ N, 0° 05′ 59″ O,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Lac_d'Estom,42.8063888888889,-0.0997222222222222,Lac_d'Estom,,2378,270
Lac Autier,44° 05′ 24″ N, 7° 25′ 05″ E,//upload.wikimedia.org/wikipedia/commons/thumb/7/77/Lac_Autier01.JPG/280px-Lac_Autier01.JPG,http://fr.wikipedia.org/wiki/Lac_Autier,44.09,7.41805555555556,Lac_Autier,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Lac_Autier01.JPG/280px-Lac_Autier01.JPG,2347,271
Étangs de la Malloueyre,44° 11′ 35″ N, 1° 17′ 56″ O,//upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Malloueyre_grand_%C3%A9tang.jpg/280px-Malloueyre_grand_%C3%A9tang.jpg,http://fr.wikipedia.org/wiki/Étangs_de_la_Malloueyre,44.1930555555556,-1.29888888888889,Étangs_de_la_Malloueyre,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Malloueyre_grand_%C3%A9tang.jpg/280px-Malloueyre_grand_%C3%A9tang.jpg,2344,272
Étang de la Mutche,48° 57′ 09″ N, 6° 38′ 36″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Étang_de_la_Mutche,48.9525,6.64333333333333,Étang_de_la_Mutche,,2320,273
Lac du Mercantour,44° 08′ 24″ N, 7° 17′ 25″ E,//upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Lac_mercantour.jpg/280px-Lac_mercantour.jpg,http://fr.wikipedia.org/wiki/Lac_du_Mercantour,44.14,7.29027777777778,Lac_du_Mercantour,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Lac_mercantour.jpg/280px-Lac_mercantour.jpg,2317,274
Lac Long,44° 06′ 45″ N, 7° 23′ 36″ E,//upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Lac_Long_2.jpg/280px-Lac_Long_2.jpg,http://fr.wikipedia.org/wiki/Lac_Long_(massif_du_Mercantour),44.1125,7.39333333333333,Lac_Long_(massif_du_Mercantour),https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Lac_Long_2.jpg/280px-Lac_Long_2.jpg,2304,275
Lac Miroir,44° 38′ 03″ N, 6° 47′ 31″ E,//upload.wikimedia.org/wikipedia/commons/thumb/0/06/Lac_miroir-warly.png/280px-Lac_miroir-warly.png,http://fr.wikipedia.org/wiki/Lac_Miroir,44.6341666666667,6.79194444444444,Lac_Miroir,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Lac_miroir-warly.png/280px-Lac_miroir-warly.png,2302,276
Lac Bleu d'Ilhéou,42° 51′ 47″ N, 0° 10′ 37″ O,//upload.wikimedia.org/wikipedia/commons/thumb/c/ce/65_HP_00_3006.JPG/280px-65_HP_00_3006.JPG,http://fr.wikipedia.org/wiki/Lac_Bleu_d'Ilhéou,42.8630555555556,-0.176944444444444,Lac_Bleu_d'Ilhéou,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/65_HP_00_3006.JPG/280px-65_HP_00_3006.JPG,2282,277
Étang de Noyalo,47° 36′ 50″ N, 2° 40′ 15″ O,//upload.wikimedia.org/wikipedia/commons/thumb/4/45/Noyalo_Moulin_%C3%A0_mar%C3%A9e_%28AML%29.jpg/280px-Noyalo_Moulin_%C3%A0_mar%C3%A9e_%28AML%29.jpg,http://fr.wikipedia.org/wiki/Étang_de_Noyalo,47.6138888888889,-2.67083333333333,Étang_de_Noyalo,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Noyalo_Moulin_%C3%A0_mar%C3%A9e_%28AML%29.jpg/280px-Noyalo_Moulin_%C3%A0_mar%C3%A9e_%28AML%29.jpg,2266,278
Lac de Born,44° 36′ 29″ N, 3° 06′ 00″ E,//upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Lac_de_Born.JPG/250px-Lac_de_Born.JPG,http://fr.wikipedia.org/wiki/Lac_de_Born,44.6080555555556,3.1,Lac_de_Born,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Lac_de_Born.JPG/250px-Lac_de_Born.JPG,2259,279
Lac du Lachtelweiher,47° 46′ 38″ N, 6° 55′ 52″ E,//upload.wikimedia.org/wikipedia/commons/thumb/7/76/Lachtelweiher.jpg/250px-Lachtelweiher.jpg,http://fr.wikipedia.org/wiki/Lac_du_Lachtelweiher,47.7772222222222,6.93111111111111,Lac_du_Lachtelweiher,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Lachtelweiher.jpg/250px-Lachtelweiher.jpg,2248,280
Étang de Pen Mur,47° 34′ 09″ N, 2° 29′ 43″ O,//upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Etanf_Pen_Mur.JPG/280px-Etanf_Pen_Mur.JPG,http://fr.wikipedia.org/wiki/Étang_de_Pen_Mur,47.5691666666667,-2.49527777777778,Étang_de_Pen_Mur,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Etanf_Pen_Mur.JPG/280px-Etanf_Pen_Mur.JPG,2234,281
Lac à l'Anglais,45° 54′ 51″ N, 6° 50′ 49″ E,//upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Ruine_au_Lac_%C3%A0_l%27Anglais.jpg/280px-Ruine_au_Lac_%C3%A0_l%27Anglais.jpg,http://fr.wikipedia.org/wiki/Lac_à_l'Anglais,45.9141666666667,6.84694444444444,Lac_à_l'Anglais,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Ruine_au_Lac_%C3%A0_l%27Anglais.jpg/280px-Ruine_au_Lac_%C3%A0_l%27Anglais.jpg,2219,282
Barrage de Hautefage,45° 03′ 52″ N, 1° 59′ 54″ E,//upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Maronne_barrage_Hautefage.JPG/280px-Maronne_barrage_Hautefage.JPG,http://fr.wikipedia.org/wiki/Barrage_de_Hautefage,45.0644444444444,1.99833333333333,Barrage_de_Hautefage,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Maronne_barrage_Hautefage.JPG/280px-Maronne_barrage_Hautefage.JPG,2202,283
Lac de Chamonix,49° 13′ 10″ S, 69° 08′ 30″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Lac_de_Chamonix,49.2194444444445,69.1416666666667,Lac_de_Chamonix,,2191,284
Lac de Bage,44° 15′ 41″ N, 2° 43′ 34″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Lac_de_Bage,44.2613888888889,2.72611111111111,Lac_de_Bage,,2189,285
Étang de Palo,41° 56′ 47″ N, 9° 24′ 23″ E,//upload.wikimedia.org/wikipedia/commons/thumb/d/db/Plaine_orientale-sud-61.JPG/280px-Plaine_orientale-sud-61.JPG,http://fr.wikipedia.org/wiki/Étang_de_Palo,41.9463888888889,9.40638888888889,Étang_de_Palo,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Plaine_orientale-sud-61.JPG/280px-Plaine_orientale-sud-61.JPG,2187,286
Lacs de Crupillouse,44° 46′ 19″ N, 6° 14′ 49″ E,//upload.wikimedia.org/wikipedia/commons/thumb/1/16/Crupillousemorelloyann.jpg/280px-Crupillousemorelloyann.jpg,http://fr.wikipedia.org/wiki/Lacs_de_Crupillouse,44.7719444444444,6.24694444444445,Lacs_de_Crupillouse,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Crupillousemorelloyann.jpg/280px-Crupillousemorelloyann.jpg,2186,287
Lac du Brévent,45° 55′ 44″ N, 6° 49′ 39″ E,//upload.wikimedia.org/wikipedia/commons/thumb/7/71/Lac_du_Br%C3%A9vent_5.jpg/250px-Lac_du_Br%C3%A9vent_5.jpg,http://fr.wikipedia.org/wiki/Lac_du_Brévent,45.9288888888889,6.8275,Lac_du_Brévent,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Lac_du_Br%C3%A9vent_5.jpg/250px-Lac_du_Br%C3%A9vent_5.jpg,2175,288
Barrage de la Sassière,45° 29′ 24″ N, 6° 57′ 36″ E,//upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Barrage_de_la_Sassi%C3%A8re.jpg/280px-Barrage_de_la_Sassi%C3%A8re.jpg,http://fr.wikipedia.org/wiki/Barrage_de_la_Sassière,45.49,6.96,Barrage_de_la_Sassière,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Barrage_de_la_Sassi%C3%A8re.jpg/280px-Barrage_de_la_Sassi%C3%A8re.jpg,2165,289
Étang du Grand Gournava,47° 44′ 42″ N, 2° 23′ 46″ O,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Étang_du_Grand_Gournava,47.745,-2.39611111111111,Étang_du_Grand_Gournava,,2161,290
Lac Bontemps,49° 17′ 41″ S, 69° 27′ 11″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Lac_Bontemps,49.2947222222222,69.4530555555556,Lac_Bontemps,,2134,291
Barrage du Saut,45° 29′ 10″ N, 6° 58′ 07″ E,//upload.wikimedia.org/wikipedia/commons/thumb/d/db/Barrage_du_Saut_-_Savoie_-_France.jpg/280px-Barrage_du_Saut_-_Savoie_-_France.jpg,http://fr.wikipedia.org/wiki/Barrage_du_Saut,45.4861111111111,6.96861111111111,Barrage_du_Saut,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Barrage_du_Saut_-_Savoie_-_France.jpg/280px-Barrage_du_Saut_-_Savoie_-_France.jpg,2124,292
Étang de Saint-Aubin,47° 45′ 02″ N, 1° 11′ 03″ O,//upload.wikimedia.org/wikipedia/commons/thumb/4/44/Saintaubinpouance.JPG/260px-Saintaubinpouance.JPG,http://fr.wikipedia.org/wiki/Étang_de_Saint-Aubin,47.7505555555556,-1.18416666666667,Étang_de_Saint-Aubin,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Saintaubinpouance.JPG/260px-Saintaubinpouance.JPG,2121,293
Lac de Pinet,44° 04′ 01″ N, 2° 49′ 30″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Lac_de_Pinet,44.0669444444444,2.825,Lac_de_Pinet,,2102,294
Étang de Célac,47° 39′ 45″ N, 2° 28′ 02″ O,//upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Celac.JPG/280px-Celac.JPG,http://fr.wikipedia.org/wiki/Étang_de_Célac,47.6625,-2.46722222222222,Étang_de_Célac,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Celac.JPG/280px-Celac.JPG,2096,295
Lac Vert,44° 32′ 57″ N, 1° 19′ 33″ E,//upload.wikimedia.org/wikipedia/commons/thumb/7/72/Lac_vert_%28Catus%29.JPG/280px-Lac_vert_%28Catus%29.JPG,http://fr.wikipedia.org/wiki/Lac_Vert_(Lot),44.5491666666667,1.32583333333333,Lac_Vert_(Lot),https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Lac_vert_%28Catus%29.JPG/280px-Lac_vert_%28Catus%29.JPG,2072,296
Étang de Careil,48° 04′ 19″ N, 2° 00′ 40″ O,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/081002_domaine_careil_%285%29.JPG/280px-081002_domaine_careil_%285%29.JPG,http://fr.wikipedia.org/wiki/Étang_de_Careil,48.0719444444445,-2.01111111111111,Étang_de_Careil,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/081002_domaine_careil_%285%29.JPG/280px-081002_domaine_careil_%285%29.JPG,2066,297
Lac de Goria,42° 13′ 20″ N, 9° 00′ 18″ E,//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Lac_de_goria_depuis_breche_de_goria.jpg/280px-Lac_de_goria_depuis_breche_de_goria.jpg,http://fr.wikipedia.org/wiki/Lac_de_Goria,42.2222222222222,9.005,Lac_de_Goria,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Lac_de_goria_depuis_breche_de_goria.jpg/280px-Lac_de_goria_depuis_breche_de_goria.jpg,2038,298
Lac de Savine,45° 10′ 31″ N, 6° 54′ 47″ E,//upload.wikimedia.org/wikipedia/commons/thumb/9/93/Savine_lake_from_mount_giusalet.jpg/280px-Savine_lake_from_mount_giusalet.jpg,http://fr.wikipedia.org/wiki/Lac_de_Savine,45.1752777777778,6.91305555555556,Lac_de_Savine,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Savine_lake_from_mount_giusalet.jpg/280px-Savine_lake_from_mount_giusalet.jpg,2010,299
Lac Besson,45° 07′ 05″ N, 6° 05′ 15″ E,//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Is%C3%A8re_department_relief_location_map.jpeg/280px-Is%C3%A8re_department_relief_location_map.jpeg,http://fr.wikipedia.org/wiki/Lac_Besson,45.1180555555556,6.0875,Lac_Besson,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Is%C3%A8re_department_relief_location_map.jpeg/280px-Is%C3%A8re_department_relief_location_map.jpeg,2004,300
Lac d'Arboréiaz,45° 45′ 01″ N, 5° 36′ 52″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/20px-Flag_of_France.svg.png,http://fr.wikipedia.org/wiki/Lac_d'Arboréiaz,45.7502777777778,5.61444444444444,Lac_d'Arboréiaz,,1996,301
Étang de La Palme,42° 57′ 43″ N, 3° 00′ 00″ E,//upload.wikimedia.org/wikipedia/commons/thumb/5/57/Map_commune_FR_insee_code_11188.png/280px-Map_commune_FR_insee_code_11188.png,http://fr.wikipedia.org/wiki/Étang_de_La_Palme,42.9619444444444,3,Étang_de_La_Palme,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Map_commune_FR_insee_code_11188.png/280px-Map_commune_FR_insee_code_11188.png,1993,302
Lac du Longet,44° 38′ 19″ N, 6° 56′ 45″ E,//upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Col_du_Longet.jpg/280px-Col_du_Longet.jpg,http://fr.wikipedia.org/wiki/Lac_du_Longet,44.6386111111111,6.94583333333333,Lac_du_Longet,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Col_du_Longet.jpg/280px-Col_du_Longet.jpg,1987,303
Lac d'Altore,42° 22′ 51″ N, 8° 55′ 08″ E,//upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Lac_d%27Altore.jpg/280px-Lac_d%27Altore.jpg,http://fr.wikipedia.org/wiki/Lac_d'Altore,42.3808333333333,8.91888888888889,Lac_d'Altore,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Lac_d%27Altore.jpg/280px-Lac_d%27Altore.jpg,1987,304
Étang de Hardy,43° 43′ 12″ N, 1° 21′ 51″ O,//upload.wikimedia.org/wikipedia/commons/thumb/2/2c/%C3%89tang_Hardy_2.JPG/280px-%C3%89tang_Hardy_2.JPG,http://fr.wikipedia.org/wiki/Étang_de_Hardy,43.72,-1.36416666666667,Étang_de_Hardy,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/%C3%89tang_Hardy_2.JPG/280px-%C3%89tang_Hardy_2.JPG,1975,305
Lac de la Muvrella,42° 24′ 46″ N, 8° 54′ 30″ E,//upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Photo_lac_muvrella.JPG/280px-Photo_lac_muvrella.JPG,http://fr.wikipedia.org/wiki/Lac_de_la_Muvrella,42.4127777777778,8.90833333333333,Lac_de_la_Muvrella,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Photo_lac_muvrella.JPG/280px-Photo_lac_muvrella.JPG,1956,306
Étang de Marcillé-Robert,47° 56′ N, 1° 21′ O,//upload.wikimedia.org/wikipedia/commons/thumb/0/07/MarcilleRobert_LaVilleBedon.jpg/280px-MarcilleRobert_LaVilleBedon.jpg,http://fr.wikipedia.org/wiki/Étang_de_Marcillé-Robert,47.9333333333333,-1.35,Étang_de_Marcillé-Robert,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/MarcilleRobert_LaVilleBedon.jpg/280px-MarcilleRobert_LaVilleBedon.jpg,1944,307
Lac des Hermines,45° 30′ 27″ N, 2° 51′ 23″ E,//upload.wikimedia.org/wikipedia/commons/thumb/6/6e/2008_fevrier_lac_des_hermines_en_hiver_panorama.jpg/280px-2008_fevrier_lac_des_hermines_en_hiver_panorama.jpg,http://fr.wikipedia.org/wiki/Lac_des_Hermines,45.5075,2.85638888888889,Lac_des_Hermines,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/2008_fevrier_lac_des_hermines_en_hiver_panorama.jpg/280px-2008_fevrier_lac_des_hermines_en_hiver_panorama.jpg,1919,308
Lac de la Muzelle,44° 57′ 02″ N, 6° 05′ 51″ E,//upload.wikimedia.org/wikipedia/commons/thumb/6/68/Lac_de_la_muzelle.jpg/280px-Lac_de_la_muzelle.jpg,http://fr.wikipedia.org/wiki/Lac_de_la_Muzelle,44.9505555555556,6.0975,Lac_de_la_Muzelle,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Lac_de_la_muzelle.jpg/280px-Lac_de_la_muzelle.jpg,1909,309
Lacs d'Arrémoulit,42° 50′ 45″ N, 0° 19′ 45″ O,//upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Arremoulit.png/280px-Arremoulit.png,http://fr.wikipedia.org/wiki/Lacs_d'Arrémoulit,42.8458333333333,-0.329166666666667,Lacs_d'Arrémoulit,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Arremoulit.png/280px-Arremoulit.png,1874,310
Lac du Crachet,44° 21′ 44″ N, 6° 23′ 41″ E,//upload.wikimedia.org/wikipedia/commons/thumb/4/43/Lac_du_Crachet_%28Hautes_Alpes%2C_FRANCE%29.jpg/280px-Lac_du_Crachet_%28Hautes_Alpes%2C_FRANCE%29.jpg,http://fr.wikipedia.org/wiki/Lac_du_Crachet,44.3622222222222,6.39472222222222,Lac_du_Crachet,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Lac_du_Crachet_%28Hautes_Alpes%2C_FRANCE%29.jpg/280px-Lac_du_Crachet_%28Hautes_Alpes%2C_FRANCE%29.jpg,1874,311
