df_goopldet.place_id,df_goopldet.adresse,df_goopldet.nom,df_goopldet.telephone,df_goopldet.url,df_goopldet.types,df_goopldet.type.princ,df_goopldet.note_globale,df_goopldet.nb_notes,df_goopldet.moy_anciennete_avis,df_goopldet.med_anciennete_avis,df_goopldet.nb_notes.s,df_goopldet.type.princ.fr,df_goopl.id,df_goopl.reference,INSEE_COM,df_goopl.lng,df_goopl.lat,df_goopldet.moy_anciennete_avis.rang
ChIJM0lCXFtt5kcRIle0zyil8gE,"8 Avenue Pasteur, 93100 Montreuil, France",Rôtisserie de la Mairie,+33 1 42 87 27 89,https://maps.google.com/?cid=140356133103884066,"c(""store"", ""food"", ""point_of_interest"", ""establishment"")",store,3.7,5,334.8,384,5,magasin,835f4870237b72add9374a6a57f56a5c36d0a5e4,CmRRAAAAzqtmJpw_6Z83awjnV6jxkteji2M65kZniYZ1RgZzdtCNXKzS-Z1dEV2b5zt602m5ulD8_CuPWuNTqzn_XiOnoNSvhgICS2emTFR3bCYYGYt5gNJswzeEuAHM91Q1NKLyEhBnPcK22su0GyjBit9F_jImGhQp_5NKfFHgPQhvUuxMU2AMqGvFbw,93048,2.4409774,48.8631192,596
ChIJM0pWslNt5kcRM37wakEfp4U,"93100 Montreuil, France",Nouveau Cimetière de Montreuil,NULL,https://maps.google.com/?cid=9630700693982576179,"c(""bus_station"", ""transit_station"", ""point_of_interest"", ""establishment"")",bus_station,,0,,,0,station de bus,cc0043605c3a115db4be3e3ef321f96ace7dcad0,CmRSAAAAppr3fp8H8Uh5kzJq7I33Nf7zg10lkXJM6ClF7FS7ulYydnE4EfYRgK0AkbyJs3t9qEelEJwoGIRXs1BkfhMkyOFzHPN-R77npgeeYRKPw6TI1PJ6VpZaPkFVv1Q_Z1XHEhAHT_W1ItKBdxxJONmJ1kUDGhTXIvRCD3tyteQ4Ifmzw_IEOTI_vw,93048,2.453777,48.861346,
ChIJM0wnsq8S5kcRLIAbHJ7mw1k,"165 Boulevard Théophile Sueur, 93100 Montreuil, France",Fontaine D'eau,NULL,https://maps.google.com/?cid=6468267056584949804,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,918d5c0dbd47de3252ed56823769abd2b0aab4e4,CmRRAAAAmumzF2JehAqNJw4eNoiVWopDg0DRF00R4pmd_BDn8j1bczAddJO_HFYLeqPbwqCkV9lM8Bilx86wvMpjxxMGWYcj2SxYvPHDqwpaaZq9cP4sTMYomkkc9YXgNRLhxHdaEhBUTwwTreIxTHAxBsHt3wF6GhQOPjBmMrhvqDzQUWkE1ZyCL078_g,93048,2.4662989,48.8619711,
ChIJM0YbFFxt5kcRCPaaqaK57BQ,"27 Boulevard Rouget de Lisle, 93100 Montreuil, France",La Station Services,+33 1 48 51 57 94,https://maps.google.com/?cid=1507784083543619080,"c(""bar"", ""point_of_interest"", ""establishment"")",bar,3.9,5,51.8,47,5,bar,b0b018fcf0880aea33b2451b40f1051160bcba99,CmRRAAAA1KrsRPbpg5TJF-FLHOXDCim_z8tAla1sHQtBYysbc6zL9ko8P7GlwiRkY2c-ffNJGd2bUgeNFD8tRHoRJRpJAHuW8lcYKpM9wVS3NfXiubTi04daASaDo07cE5XOi8dKEhDwvsJTMIb_5pTKHK8IB1VJGhSCa4QWIju54HpfrS7vIiSceKt4jA,93048,2.439353,48.8601883,77
ChIJm0YCbEpt5kcRzXXM5HUq8yk,"11 Rue Georges Méliès, 93100 Montreuil, France",Cos Centre,+33 9 79 02 23 53,https://maps.google.com/?cid=3022806460733879757,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,0ad430c1cb5cb8def345c52eead77b2333f74031,CmRRAAAA5DFxsm6szhlC8pDWVfnvjaVxpcnea0SBw2it9ZOjjrsv18BsP4tpSv6guvl1xj-fQpKSstzsxnSG2fKQWKf_mq_88epWHMAxYUE9WV483dwb8z8gehw_xwCZJx8MAkgREhAan7CM_KQIF09mjAHH-gfnGhQV3TpYKBd0_b7A3m9UihdSLvSywQ,93048,2.4545215,48.8733742,
ChIJm0zesrMS5kcRpOPvQ2zKQX8,"60 Rue de la Nouvelle France, 93100 Montreuil, France",ECOLE VETERINAIRE,NULL,https://maps.google.com/?cid=9169832882648114084,"c(""school"", ""point_of_interest"", ""establishment"")",school,,0,,,0,école,5f1307971b237fd03404e035026db47dfd36af41,CmRRAAAAJx15YyMRex6LkWXL4uVaWsMK2EarPcrdEYz3-0CQZPJiMHv-Rd2M61kWyngSeiNErMFnMSaNmM9UeaScoDPbBWf_Zpv2MD9nNi8Ct9YKnRmc63G40QMv3tEXH9XmJQmgEhCZA0CrF0VD36koqBlWbpuPGhT1WGb2gn6vxM49Wi7nUQt4lPYcmA,93048,2.4615723,48.8664509,
ChIJM183bGVt5kcRF7fUFJUEk_k,"14 Rue de l'Épine Prolongée, 93170 Bagnolet, France",Cantine Buvette Chez Noue,NULL,https://maps.google.com/?cid=17983722775366645527,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,86d60bc382823c2824bb811448280e2a4f9aaa59,CmRSAAAABFQWM0qylHYLx5-B28axZ15KzfJiv_vHgqorAC140ge_353A79vz3aXpkD6sHwilBi8r_s4klbhDOg8mG7h9sw4Ea_kYAzr_zFdQqfLARsITQWR4Ske6qaEh1fZIpyPOEhB9eX0ZtSO1Re9fUIwQeTuGGhQJcKOHjt_umTxWPiEakEyr9qLpfA,93048,2.4254253,48.8629733,
ChIJM2Js5mNt5kcRGng-_UUuIAw,"101 Boulevard Chanzy, 93100 Montreuil, France",Onip,NULL,https://maps.google.com/?cid=873749205846226970,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,724977b536f13ad66b759dfee077be949f6948f1,CmRRAAAApp5o9_BiFu3TpkGLXZDUQYv7L7ZPspIzevWzsdYo23ET26X1SPPAvtAG9N1xTrqxREELUxnF33f0nn9KMRbSFuiYKw57hpMQCuNP1TPUNfAApvx0NbcFibJXYlIdihKSEhC3aInr_IQqO6HHM2GkAWMtGhS0Naq9_KM-YmFZorzP5gNJDLTNIQ,93048,2.4284317,48.8585271,
ChIJM2mu27ES5kcR_X1WPmdW5GQ,"9 Rue Maurice Bouchor, 93100 Montreuil, France",Piscine écologique des Hauts de Montreuil,+33 1 48 94 92 94,https://maps.google.com/?cid=7270030699910299133,"c(""point_of_interest"", ""establishment"")",establishment,3.2,5,181.4,222,5,établissement,1cddc1ca9386b63e8737b61b5dfb47cd18575b2e,CmRRAAAAVumbtVwAtishfhhDX5K3gh-78NJOof2tI0BV-8I7PedTkeLXlr9s-zOGC2Ds-1dTNqRaDzJOu_NVpda6L-tjj0x7hSmBKSF6YeGhMMbx93XAVQtfESORkFvTfG289Z19EhDyLHljBw6byxwU63CyZ7HjGhT7MakBXZKF6Noatc7xgZhBmdO8ow,93048,2.4647623,48.8640175,373
ChIJm2udC7QS5kcRBqiwx66EW98,"235 Rue de Rosny, 93100 Montreuil, France",Cerqueira Lima Marcos,+33 9 84 19 49 81,https://maps.google.com/?cid=16094603579548018694,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,848552de407aa2f7e4919f012fcbfe9db21995f7,CmRSAAAAqTXCDSChYiLJye-B1lvzAYtePHv1lo6qw-sgtXXpWfCn2OrxJ4kLSmcpf3W4DO6Ssqsx0U8wMvu58VygBtLYt76ODA4GYYt_1qzvcwQE2aKAYt5zcbWFRh_imaElxUgrEhCbM1FUIkxiyhv5UjtjDkqcGhQgFDrer9HkOeBPS3yu9vblptWP9A,93048,2.4627559,48.8693195,
ChIJm36hmFxt5kcRgt9-IVXaTMo,"Rue Du Capitaine Olchan 4, 75016 Paris 16, France",Dreanic Alan,+33 1 46 47 46 93,https://maps.google.com/?cid=14577266153060491138,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,d056261a89f27a265eef8442da45a8ce8e8e052d,CmRSAAAALyMm1z62gZomUBpChLyV23y16fmVKTL8EF7KFA1gEQAQK5I-UeDOZynS_87cXtNnwqS4QdlyXhMsaZHS87Qr0XjSTVYtOs4tQLCie87SpwgAkkqeE8JoEQylDii_9u1rEhDLCiJErTnFbICEedb_dBV5GhTnu2kMjGOBJNLz4IuDBTbke9pnFA,93048,2.4402589,48.863035,
ChIJM3C6Nmlt5kcR9uhFmNusXgA,"9 Rue Irène et Frédéric Joliot Curie, 93100 Montreuil, France",Piwnicki Slawomir,+33 9 53 32 08 54,https://maps.google.com/?cid=26648706963335414,"c(""food"", ""point_of_interest"", ""establishment"")",food,,0,,,0,nourriture,f2a2536699b8dff62cd6f9515a4ffcd4df9e7abb,ClRQAAAA2YWD8_h4D0oXMqvV1PreHdDr9FlH9uAW4BcvrYZ0N3xkmLOzl1ZqN-f5jJVM20MSeSVvdHjOgj3GLZ95r3Cqz8N4_WV-49EQYQrnQ39sAEISEFVXPa8ck3_kZ05u2aj_DGsaFMbDC4vrF9Epu7ouPPpr64u9ZNlM,93048,2.431496,48.8664743,
ChIJm3ekeZty5kcRpslQhtlK-ZQ,"46/48 Rue de Lagny, 93100 Montreuil, France",Association de gymnastique volontaire,+33 1 41 72 26 00,https://maps.google.com/?cid=10734693484936087974,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,68ed128f0729420b2dcaaa1ced8169b1d6a83933,CmRSAAAAgMIep66hemT4YMVfKFdxVJCD5tr8YN0i9EVP138TjO4doJoGU7SRyvRi80DL6anQ0OhpqnQ6HyiaFUy39kvPazrPob_z2CPNNEBCMRA2IHhSaEBiz_xkPk0xzYBKge8BEhBQA46BaA7BndXeCIYF-Bj-GhRRTCvkJ2l7HrQwt1nBvJ65NkHrUg,93048,2.425167,48.8490274,
ChIJM3lwiV5t5kcR3KoB8KU5D_Y,"7 Rue du Capitaine Dreyfus, 93100 Montreuil, France",Pharmacie Gallieni,+33 1 48 70 97 33,https://maps.google.com/?cid=17730453642839960284,"c(""pharmacy"", ""store"", ""health"", ""point_of_interest"", ""establishment"")",pharmacy,4.5,2,1372.5,1372.5,1_4,pharmacie,64e959120131117c0c3601736314f4f2c6e0b86e,CmRSAAAAeo-TS13kvqChyHJ9gVsjmOlyMQGJPv3sC7zZZsGuXS_oByk5BwxIzbwsp9FjmWO7jfjFVZwsi9qpOBHROZPs73sAaDG-ZcBt_XSAFDV2oXnPwcC-fq4y7gOwPhqumxpbEhBNHZrw9Wjcs_Uv_LsirktLGhStMO74jF7gd_o11Jly2RUyhA70Zw,93048,2.4379082,48.8585704,
ChIJm3TwnEht5kcREDJ5CVNE6TQ,"54 Rue des Hanots, 93100 Montreuil, France","Arch-e-tek, Montreuil",+33 9 73 53 64 34,https://maps.google.com/?cid=3812653682977747472,"c(""general_contractor"", ""point_of_interest"", ""establishment"")",general_contractor,5,1,1654,1654,1_4,entrepreneur général,3f8c64bd31ce1bfe5d0c46236ea28c3f599b667c,CmRRAAAAxyzWT7Xn1O5iMu3ULMKiNL79L7KpmoijuE75Z-BAOojU9td0mLNTRiX3G1gkr4HwHe30DdzecPVKilpEYA2Zcy8mMI2uNFhW380AfV4YENCK1qiTW-jz1vKYRgyIN_qKEhAHtGRnkLc6esU3RfMQt3BvGhTvibThWEhaGEu8-2kS5Oo0Zvr78w,93048,2.4472696,48.8710484,
ChIJM3V-01xt5kcRPtT5fyypZMc,"5 Rue Hoche, 93100 Montreuil, France",Sci Com - Sys,+33 1 41 72 11 22,https://maps.google.com/?cid=14367794719809459262,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,b5dd772aec1fc6f74a024a494d96eba0ad0a73a4,CmRSAAAAvZG0R6g6pST-P1yc8xtVxqO9LyfZeufBDX0-xjwGq-GnxoP7Ex0ndxx41wQD28HuIpV13r3HechhPYMUq407vI4dED-rHGM8gyX8jzNZpAn-01_cVy-ZoGqFiRF065kgEhBfvaA1GlEOwHBETwx4_yahGhR9xm9le-yJyPjN3fyKVg7EKlpXCA,93048,2.4383293,48.8642151,
ChIJM3VigWBt5kcRTw17nr0M0LY,"15 Rue Girard, 93100 Montreuil, France",Le Prestige,NULL,https://maps.google.com/?cid=13173042918605917519,"c(""point_of_interest"", ""establishment"")",establishment,3,1,25,25,1_4,établissement,712358a2eb47727d0a68611cd230662ed5699c2c,CmRSAAAAvMIb4Vp00IuwyOQNp6Yl-08BO9nDYr471FPYtcw5FO5VlEw5jNuVegIq2k0INGe-A4NvdRUDuMZ0yIzYK5eNN7uQ2xQrDxxwqrE6Npj_QBoSU-06LrI-nWC0w9jxODOxEhCeDxZcJjzk0ELqqEk0nru5GhTwTasqI2avGrZEH_KWuA1UV1qH4g,93048,2.4343168,48.8571996,
ChIJM3xxZDVt5kcRQWfjsb-d5mY,"26 Rue des Oseraies, 93100 Montreuil, France",Sci Domingues & Fils,+33 1 48 58 29 92,https://maps.google.com/?cid=7414787283160885057,"c(""point_of_interest"", ""establishment"")",establishment,1,2,177,177,1_4,établissement,697e143e6a2c0c0333e3d139cc27d4ae4bb21529,CmRRAAAA7m2rAijRfHQaq4tpiZndjtYM5ECu6f75UOMzamU9h0Xg_8hupLvwh0QoknCwXNh5_AcwcgAnhxxF3IpcY72mBi_NyY__APZlomdENZ72W3_mp1yxVZP1C4ZSbd2twtgFEhC32GRSb5HVsylZ7pxWlek1GhRtGRb_ZWU6sH-rAvzxlcQGjleRlQ,93048,2.4567706,48.874307,
ChIJM3Y0DKBy5kcRBek7PPDC_P0,"82 Rue de Vincennes, 93100 Montreuil, France",Docteur Martine SCIALOM,+33 1 42 87 04 92,https://maps.google.com/?cid=18301717322785351941,"c(""dentist"", ""health"", ""point_of_interest"", ""establishment"")",dentist,4.5,5,202.2,208,5,dentiste,74e5ff1f6680eb169d6a045def4a5c84e3d432ae,CmRSAAAA5H5hHjK0RtU8A7y764aJoXr4FQf2eAG_0lB6BJwlAfd6ptsGZoDPTx-6H6gatnZqRbKeJMOuaRaWDOQ76uW3GwZwaQMqhhfq3PKD9hnhdhJf7Vmk2XkpIz-vYY4xlj4CEhAG2E2d9e-uI1WYWJNKQBh_GhR1F6HBic-Rh9H9p2eB7X1yBhFeKg,93048,2.4353264,48.8538771,410
ChIJM4_FY55y5kcRmiZiZ6BXsWc,"4 Rue Diderot, 93100 Montreuil, France",YE Xing Qian,+33 6 13 08 85 87,https://maps.google.com/?cid=7471849603225233050,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,4e9ded11444df0a917fb2afa5b1b7939e2fcc55c,CmRRAAAAEC15rW68JkUPTfFZlW04rIRKkU0pi0cUOzwIoiDC_hJv-uj4-MO-TiCBiwxSWakdkUk83eaL6zw7Sks26nNQw7VPRQWEMT21Yt3Zy34h0ZQVFB2vkPeDs0KUyVYTCNFHEhBsUigIio6dhtt4TuIlg04VGhTchBcesJYOlYlgoEB09qcXEwICzA,93048,2.4294874,48.8521504,
ChIJM4_FY55y5kcRROt8BsyzFLk,"4 Rue Diderot, 93100 Montreuil, France",Bourgeois Cecile Elisabeth,+33 6 70 54 09 32,https://maps.google.com/?cid=13336482085414431556,"c(""furniture_store"", ""home_goods_store"", ""store"", ""point_of_interest"", ""establishment"")",furniture_store,,0,,,0,magasin de meubles,ce4d19ff1bfd4707802398503c02e22155511e07,CmRSAAAAWJkEvSPG1JPgShs4qO7UOQM6UQkGKOWeKuLxdEhDT2IXluHnraFPYR43U3qx6SrjQHD8UUc_vlUE0-4NoqgvYg1SBiIV-i92BRSESuWIPiEa_R8n-HoiKJBM-pkt1Ir-EhDS65-huLdNFPZi8_4alUKRGhRO31VEtuI8SMIdZRcXRerV-0Pq3A,93048,2.4294874,48.8521504,
ChIJM41R7Zty5kcRG6xMmD0WaJ4,"94300 Vincennes, France",A.T.E.,NULL,https://maps.google.com/?cid=11414397709374499867,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,54926bc1d262b361d10ce390f19d88e5a93fec39,CmRSAAAAtRD6yj0ethJZznUHOqW_0RWvpg9A7tJRDJfW9tOmNu4VO94KFDcvnlEOch8RQBx-qhJPhafgyz-ZQcEYdE5OZzcsvhlhmAhU1cckG7B8Co6Hp5eE7gQrvgJFdxeTMUH4EhAdRgPXHeYYPcZ62_cRAUoNGhTbOMkeMo3frjSGD1-nD0jj4wjMLA,93048,2.4268227,48.8488278,
ChIJm4gI6zdt5kcR7o6Z9NhSBSY,"218 Rue de Romainville, 93100 Montreuil, France",Rossio Pere Et Fils,+33 1 48 57 50 33,https://maps.google.com/?cid=2739687040094932718,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,3db612bc6cbdf4a1997aa655ff225d6d35e498b6,CmRRAAAAL45dLrOTRF-RrNcI7SsrsEvDWIDKcZSykf2dxRkRLOw5KkGT5iTtc0w1lpyAc6p7i5UqSZ0vQyOYEn6AP1e12oNzIhr4_HMmdm945zfMEmZU85KJiesAIN69gIPRSTviEhCPeBxh5nBK5IXxlaeqDzwIGhQgE-Ng6b4DkKRcHdQVySsNj1O93Q,93048,2.4485442,48.8752913,
ChIJm4QJpk5t5kcRtj0ZLYYEXfA,"9 Avenue Paul Signac, 93100 Montreuil, France",Abdou Sofiane,+33 1 48 58 19 26,https://maps.google.com/?cid=17320004716265553334,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,88606170df7fe5c19ee42051519e92483cf5f3ed,CmRSAAAAg2D7RDx6Pdru-ArTBTwyoa0pkUE6Ax_joi3RRBvTRLz9ucSbZ97fU_iKRT3mpz_tBnASdbVXfaG1zKSibzoh_r8kQlbRSE4O-Pc20VkBhLPlYBaR20sljplLnQtKV0vCEhBqX3hfAtI8WPxM3o1JWBg7GhRpwgIj-EKYQ3C7o-seB8uNy7-aiw,93048,2.4521428,48.8685264,
ChIJm4QJpk5t5kcRvSQR35HQw1A,"9 Avenue Paul Signac, 93100 Montreuil, France",Bagui Ahmed,+33 1 43 62 54 03,https://maps.google.com/?cid=5819724468424090813,"c(""grocery_or_supermarket"", ""store"", ""food"", ""point_of_interest"", ""establishment"")",grocery_or_supermarket,1,2,580.5,580.5,1_4,grocery_or_supermarket,09470e3adc85f7298eec83356ed850c332d5adb5,CmRRAAAA1q2hkVZ4_M8il2hh8lsQdOd1SOvAD-wALaKL5UikxMHNgPBH3VzMhegbnysJtIWGff1ZlgD8fb5ZJbxOmA5sGFjqMPexfhui5B4HuKxwMH8__933OCUXIGDuITXPXwh7EhBORnljnpfggPWpnbN9E9UyGhQz8OnQ8NGl7rvRhpYK3aj8nrQL_Q,93048,2.4521428,48.8685264,
ChIJm4QJpk5t5kcRvSQR35HQw1A,"9 Avenue Paul Signac, 93100 Montreuil, France",Bagui Ahmed,+33 1 43 62 54 03,https://maps.google.com/?cid=5819724468424090813,"c(""grocery_or_supermarket"", ""store"", ""food"", ""point_of_interest"", ""establishment"")",grocery_or_supermarket,1,2,580.5,580.5,1_4,épicerie,09470e3adc85f7298eec83356ed850c332d5adb5,CmRRAAAA1q2hkVZ4_M8il2hh8lsQdOd1SOvAD-wALaKL5UikxMHNgPBH3VzMhegbnysJtIWGff1ZlgD8fb5ZJbxOmA5sGFjqMPexfhui5B4HuKxwMH8__933OCUXIGDuITXPXwh7EhBORnljnpfggPWpnbN9E9UyGhQz8OnQ8NGl7rvRhpYK3aj8nrQL_Q,93048,2.4521428,48.8685264,
ChIJm54_NpYS5kcRkaAZ_ysxB18,"118 Rue des Blancs Vilains, 93100 Montreuil, France",Baldet Djibril,+33 1 48 55 61 59,https://maps.google.com/?cid=6847495823473352849,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,d0b64e3ccc84a20209f898780efc16f2f2eb5741,CmRRAAAA-_m2dNKlQf_q1JSOcHE83Lx1lsYZqWaS4tvKggcQHVXNA5TkfdN7pxs7QoR4vsLoGWx8lxIdVO2Wu0hhSeDblxUycR70DNjV4rMsXLqyFQn85r8TcxwbUbyxA59sEhVoEhBRa1nqE0Bh9wXb6nLcyTi0GhTim8tVTDIK51BKrBg9poZOEcHdAg,93048,2.4818739,48.8663445,
ChIJm5as4soS5kcRdpuOk1UtkzA,"12 Rue de Normandie, 93100 Montreuil, France",Kantika,+33 1 42 78 59 85,https://maps.google.com/?cid=3500191180968074102,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,e72be8c999820e54989d8387422fb8e4d802dbf0,CmRRAAAA3NmdswHnAP1ToAthEbJTpn0bG9zjSEFl1MYwd5TsB2T7QHqs_GFKEp4aqdswny_ZNOJMM2WomQXlWRfNREcNvysGU0UQ5ATZBDC4gLk1F6EX4Sv1Vt0F5y0aPzGm1vfQEhBEbZIGciBZsQxynJStDGOFGhRXIUlPutg5iGM4OK_rLC0UdL8K5w,93048,2.4608588,48.8764427,
ChIJm5J7xl1t5kcRzsALCIWAkhY,"93100 Montreuil, France",Auto Moto Ecole,NULL,https://maps.google.com/?cid=1626503724288164046,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,7ff70e9810adc722993a006cbd846245e9a8cf56,CmRRAAAABHpG9XrckxB2P3WYgDs9UpuUEvxXBV8MJicss9Jo5YvJVmwQRo5o_nX5an3ytyxNF8a19EQbS-n076dYmazxZsJMPo2kk-eePu9DzNmeYs-JjeBjmazO4RYmm2QIH91AEhBHlu6_insQPyMATomfNUyQGhRR4wqPELBrfHCbAUPZXfj_tSA2TA,93048,2.4367677,48.8603179,
ChIJM5lQepty5kcRXMFqjrMjlVI,"50 Rue de Lagny, 93100 Montreuil, France",Morais Coelho Berta,+33 1 48 59 04 73,https://maps.google.com/?cid=5950701736735457628,"c(""restaurant"", ""bar"", ""food"", ""point_of_interest"", ""establishment"")",restaurant,,0,,,0,restaurant,2036031ad58c2fb288a52f34ab419df5102aa2b1,CmRRAAAAiwzEoAKph_9ntl2RcViqaoddPYoJ6TUGUuLOHuplojsk1bFuNjIsRn-GBtsYlJTs5ASZVzoQp7Yx_yWzxofTAMF1Qn9XmB6i3wVAw990gmagCJeRiVurv4jFo0DWM0JvEhBvha8J7NpxqgtSF-pTy1-jGhQa3ixDTm5jOtluOPqROp0-yZIexA,93048,2.4249982,48.8491168,
ChIJM6B8915t5kcRs22KamqmWgU,"7B Rue de Vincennes, 93100 Montreuil, France",Meric Courtage,+33 6 21 40 74 88,https://maps.google.com/?cid=385803694077799859,"c(""finance"", ""point_of_interest"", ""establishment"")",finance,,0,,,0,finances,e64c9e33dba87ad8c323833fd36f90f6ad8cd72a,CmRRAAAABj2UzsfSLPth5tLLygJlSJnxgWzvuwc9jsFupqUb2CTAVyssN5_7dJCJ5HMI4riS8VxuazbrdCbf46O1R_OBAKOsYY9U1swqmxlTyFIjQ0QrfYZRRJEcOvuvJcBTX8-LEhBm4LeDPfSPVwHwhrjGRXrLGhRVVwbu4-OuDaCaZQLIYPwaYSWIGg,93048,2.4376945,48.8574042,
ChIJM6cMlzdt5kcRGdYhQlyghyE,"93230 Romainville, France",Brasserie Le Grand Bleu,NULL,https://maps.google.com/?cid=2416076043214509593,"c(""point_of_interest"", ""establishment"")",establishment,,0,,,0,établissement,f6836e0ccab345657bed93d720fbca0b50350928,CmRRAAAAUpPAxmU0Xy8jAYCE2klqsVnAVJ9xjMMeTSfSQdcnhKWGbpbPxTXy_YKTNBTM3C2y5c2zgetagn5LWE_JQ34DxfZVQJMP_43hR3-cuJca1IvM3tyQosuNkJcJGFzP-kqyEhATUsxf9PoZDsfSi8U0ZLn4GhRXddt_CsW9t3OaEginMFd04JNyZA,93048,2.4486501,48.8760133,
ChIJm6De8rkS5kcRTff_-QMuVnU,"93100 Montreuil, France",Saint Exupéry,NULL,https://maps.google.com/?cid=8454995945048766285,"c(""transit_station"", ""point_of_interest"", ""establishment"")",transit_station,,0,,,0,station de transport en commun,66ed3b53c20a37cfe3acd69697712126f7a6f7c7,CmRRAAAAKhMSvO9P36DnaXPm4hx0fevt2EVr3PuckPhBJuSDnRraMNlB7Yv7dz37Xi7A7gzH2WhOLlXRIU1sjn4FKV3IGEgFkY1DCtpIQW2DXCr91hoRQBS3B5GWH0ryt-xMadieEhCx-l2EeDk3tA3NOqXB2LFJGhQZbZNwPCtdAOSGyIjQ4A9bFFCHoQ,93048,2.4707355,48.8691925,
ChIJm6IykTRt5kcRtA7PTGbrSY4,"123,125 Boulevard de la Boissière, 93100 Montreuil, France",CENTURY 21 Boissière Immobilier,+33 1 55 86 21 21,https://maps.google.com/?cid=10252984851293474484,"c(""real_estate_agency"", ""point_of_interest"", ""establishment"")",real_estate_agency,3.9,5,159.2,82,5,agence immobilière,79ff74edb431e16aba291101839b7d802ef51dbc,CmRSAAAAC01ytcYKGIszn6m6a7YZ63qIZMVaPHndBpU3xzFCLBlniNywA4eSJbt7PjK7wOHwO-d4H6ljcRj6OzyLxNxd_uzwNlwMQwkM72-ptFA7vwE3N0QOKMo4aU3mXlp7KG1MEhA1imIdSqxgitDIZJHDxBF7GhQTrStWGoaMA8YhcBrrxDcsQW0oOQ,93048,2.45851,48.87799,331
ChIJM6kz5Hxt5kcR-E5XjL9a2A0,"176 Rue Robespierre, 93170 Bagnolet, France",Gerhards Yves,+33 1 48 51 66 41,https://maps.google.com/?cid=997647096202350328,"c(""doctor"", ""health"", ""point_of_interest"", ""establishment"")",doctor,3,2,385,385,1_4,médecin,19df7741de65a849da1df69cb34df9a53a1175d1,CmRRAAAACAVQJf6lE2MSDLz_gKJKJOVmjikMiwK4iN6ORp4-gAjFFH60gDyiZaGghC9TXiKGbLThQsYEoJY0wP5kVFsGkvZNpZXS27OLmEPBmYhu83Ufwd4KoxPi97e809DM4uENEhBYIVXF8TAQ_seObfMbC6eJGhQb4wr_9H7B1RthD9onntjgFOD3fA,93048,2.4215113,48.8576154,
ChIJM6MbUEFt5kcRVRTWVrb1xKU,"114 Boulevard Henri Barbusse, 93100 Montreuil, France",Ezeka,+33 1 48 70 17 16,https://maps.google.com/?cid=11944942275183121493,"c(""furniture_store"", ""home_goods_store"", ""store"", ""point_of_interest"", ""establishment"")",furniture_store,,0,,,0,magasin de meubles,d8b2c741aff4a7005aa0c859bd8930a09fd5716c,CmRSAAAA8laDHsXmf_6fm6a846vP-vzOve1W0iabFeOtz6xxwWbcidBVB55jt-XJWjLUeYZl4VT78TDbqDgbDvArQhRLbdytIk7oQSx1zwYzP27218cbDw9mul0vA0uozjoDmYVZEhABK2Y_Bhd6UoB4ddixcNdQGhR5ULgmZ8KTcLceeghJ1AqTuIiheQ,93048,2.4405661,48.8701081,
ChIJm6WCO1Ft5kcRLwl3p8Mb9eE,"93100 Montreuil, France",Collège Jean Moulin,NULL,https://maps.google.com/?cid=16281950554970065199,"c(""bus_station"", ""transit_station"", ""point_of_interest"", ""establishment"")",bus_station,,0,,,0,station de bus,78b91ba50a5d9ea1e9ea3ccaeee0d585aeb5c876,CmRSAAAAPmH8zTDve8nqCnV2nq54rBJuiTeqOLhrcXL26Mi9vJj6RvqaC47I1HMZUIcmrv1O8CeMLigffmxxhDr-L0UE0rezbF6y3lAXmA9QO2adXz875vXM5yrIgjRIHrmI1gd5EhD1tDfh6IA19qyiGXRwv8_PGhSnK9PyWuz4Z3WJLdViCPHNUahv8A,93048,2.449756,48.859984,
